x_m,x_over_c,y_wall_m,pressure,Cp
-1.3277652263641357,-3.161345777057466,0.34364327788352966,nan,nan
-1.3277592062950134,-3.161331443559556,0.1446106731891632,nan,nan
-1.3276300430297852,-3.161023911975679,0.08980177342891693,nan,nan
-1.3276185989379883,-3.1609966641380676,0.059982798993587494,nan,nan
-1.3275398015975952,-3.160809051422846,0.24795451760292053,nan,nan
-1.327452301979065,-3.160600718997774,0.1671244502067566,nan,nan
-1.3274136781692505,-3.1605087575458346,0.08337228745222092,nan,nan
-1.3273725509643555,-3.160410835629418,0.16138619184494019,nan,nan
-1.3272733688354492,-3.1601746877034507,0.04306968301534653,nan,nan
-1.327257513999939,-3.1601369380950928,0.17338792979717255,nan,nan
-1.3272299766540527,-3.16007137298584,0.10397780686616898,nan,nan
-1.3270801305770874,-3.159714596612113,0.073820561170578,nan,nan
-1.3270363807678223,-3.159610430399577,0.06816215068101883,nan,nan
