x_m,x_over_c,Cp,Cf,tau_w_m2s2,p_wall_m2s2
-0.8877618101103719,-2.1137185955008855,-0.02695654662187213,-0.0023883022186521703,-1.751247679,12.977408145281817
-0.885094873016345,-2.1073687452770122,-0.02700390994113402,-0.002386834337210309,-1.75017133952,12.942678494118182
-0.8824279359223182,-2.1010188950531385,-0.02700390994113402,-0.0023853914849770305,-1.74911335297,12.942678494118182
-0.8797609988282913,-2.094669044829265,-0.02705106664682171,-0.002383974516791781,-1.74807434617,12.908100344527275
-0.8770940617342646,-2.088319194605392,-0.02705106664682171,-0.0023825842312384204,-1.74705490469,12.908100344527275
-0.8744271246402378,-2.0819693443815184,-0.02709806963282489,-0.002381221478696861,-1.74605565208,12.873634911509093
-0.8717601875462109,-2.075619494157645,-0.02709806963282489,-0.0023798872025017027,-1.74507728005,12.873634911509093
-0.869093250452184,-2.0692696439337714,-0.027145102422821206,-0.0023785824906973714,-1.74412058642,12.8391476244
-0.8664263133581572,-2.062919793709898,-0.02719216348312527,-0.0023773086082367724,-1.74318649873,12.80463960779091
-0.8637593762641305,-2.056569943486025,-0.02719216348312527,-0.00237606668943711,-1.74227584873,12.80463960779091
-0.8610924391701036,-2.0502200932621513,-0.02723917369449069,-0.002374857652853249,-1.74138930996,12.7701688767
-0.8584255020760767,-2.043870243038278,-0.02723917369449069,-0.0023736824060480548,-1.7405275479,12.7701688767
-0.8557585649820498,-2.0375203928144043,-0.027286127827187295,-0.002372541924718432,-1.73969127799,12.735739265881818
-0.8530916278880232,-2.0311705425905315,-0.027286127827187295,-0.0023714372411441772,-1.73888125716,12.735739265881818
-0.8504246907939963,-2.024820692366658,-0.027333013966077162,-0.0023703693194574095,-1.73809819237,12.701359512236364
-0.8477577536999694,-2.0184708421427846,-0.027333013966077162,-0.002369339125017643,-1.73734279148,12.701359512236364
-0.8450908166059425,-2.012120991918911,-0.027379770756380695,-0.002368347760884433,-1.73661586332,12.6670746048
-0.8424238795119158,-2.0057711416950377,-0.0274265314393353,-0.0023673961364617346,-1.73591807472,12.632786843036364
